Default,loan_amnt,int_rate,grade,emp_length,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,revol_bal,revol_util,total_pymnt
0,15200,15.58%,D,4 years,23,0,0,,8,27843,92.50%,21974.79201
0,5000,11.12%,B,10+ years,17.6,0,2,,23,3711,5.70%,5519.46536
0,2400,7.14%,A,10+ years,14.75,0,0,,10,20215,53.60%,2428.47
0,3200,15.21%,D,10+ years,4.15,0,0,,2,4912,96.30%,4005.581798
0,7200,15.95%,D,3 years,15.84,1,1,18,8,6585,82.30%,10491.44999
0,1200,13.98%,C,< 1 year,7.62,0,1,55,4,0,0%,1463.314742
0,4800,7.88%,A,3 years,21.14,0,1,,6,44333,76.60%,5407.566305
0,10000,11.49%,B,< 1 year,10.58,1,1,7,7,1,0.20%,10732.19627
0,4800,15.21%,D,n/a,20.79,0,2,70,13,1757,11.90%,6052.885726
0,5000,16.82%,E,10+ years,23.97,0,1,61,5,8367,95.10%,6401.567855
0,20000,7.88%,A,3 years,6.94,0,1,,11,2676,9.10%,22599.64795
0,4750,7.88%,A,1 year,13.78,0,0,,9,11855,31.90%,5719.700001
0,17500,13.61%,C,5 years,22.89,0,0,,13,18443,48.90%,19968.24377
0,10000,13.98%,C,4 years,5.32,0,1,64,12,5539,44.10%,13958.61093
0,3400,6.39%,A,10+ years,0.6,0,1,,9,3446,12.80%,3745.588369
0,14400,16.32%,D,1 year,19.61,0,3,78,11,24656,57.90%,21035.19998
0,10400,10.38%,B,n/a,16.39,0,0,,12,16169,26.60%,13364.66002
0,1200,15.21%,D,2 years,17.97,1,0,15,8,3425,58.10%,1695.23
0,6500,7.88%,A,2 years,5.83,0,1,,16,3748,9.30%,6862.85444
0,8000,10.38%,B,2 years,19.8,0,1,,12,9345,18.70%,9400.398939
1,6000,7.88%,A,10+ years,20.16,0,0,,10,13571,68.50%,1686.96
0,3000,7.88%,A,n/a,2.38,0,0,46,8,2748,31.40%,3378.58689
0,4000,13.98%,C,10+ years,17.49,0,2,76,6,7210,68.70%,4380.575317
1,25000,16.82%,E,3 years,1.92,0,3,,3,6265,81.40%,18050.13
0,12000,10.75%,B,< 1 year,8.35,0,2,,8,28342,83.60%,15589.48242
0,25000,10.75%,B,6 years,19.16,0,0,,13,35673,59.10%,21549.89825
0,10000,13.61%,C,2 years,1.17,0,0,,16,11168,51.90%,12399.55336
1,6400,15.21%,D,4 years,12.75,0,2,,14,6047,46.50%,3058.51
0,15000,7.88%,A,4 years,18.06,0,0,,10,8731,45%,15639.32879
0,12000,17.93%,E,10+ years,2.27,1,3,6,9,4539,24.90%,12990.75001
0,15000,17.56%,E,1 year,18.13,0,1,80,12,15052,85%,15839.69631
0,12000,17.19%,E,< 1 year,21.07,0,0,,9,21894,75.20%,17430.97708
0,14500,13.23%,C,10+ years,23.39,0,0,,9,21447,68.70%,17647.81013
0,11500,7.51%,A,10+ years,20.3,0,0,,13,84909,62.10%,12880.3397
0,1200,15.21%,D,8 years,2.43,0,0,,3,12461,99.70%,1366.367507
0,11200,13.61%,C,2 years,11.26,0,1,,3,0,0%,15500.61003
0,16750,17.93%,E,6 years,21.64,0,0,,16,18811,80%,20622.24976
0,8000,13.98%,C,3 years,18.94,0,1,61,9,24389,86.20%,9566.677877
0,5000,7.88%,A,1 year,2,0,1,,5,2227,25%,5315.780477
0,10000,7.88%,A,4 years,10.63,0,1,48,15,31419,30.90%,11261.82905
0,13000,13.61%,C,< 1 year,20.47,0,0,,5,8305,57.70%,15907.44548
0,15000,17.56%,E,10+ years,13,0,2,29,7,18674,84.10%,22435.64003
0,4900,15.95%,D,4 years,0.67,2,0,6,3,1284,30.60%,4970.70781
0,6200,16.45%,E,3 years,14.31,0,1,35,9,7412,56.60%,6930.645665
0,20000,11.86%,B,9 years,2.89,0,0,,4,63900,34.20%,26239.21
0,3000,11.49%,B,4 years,3.67,0,3,,6,10917,55.70%,3298.89348
0,24000,7.88%,A,4 years,14.41,0,0,,10,33122,36.30%,26776.71968
0,2800,14.35%,C,10+ years,21.63,0,0,61,8,15588,88.10%,3280.33322
0,25000,10.75%,B,2 years,15.7,0,0,,10,34912,58.80%,28301.31399
0,6250,11.49%,B,3 years,7.35,0,0,43,9,3712,24.90%,6480.929178
0,22750,15.21%,D,9 years,16.19,0,2,,5,27443,85.80%,30995.98007
0,4500,7.88%,A,10+ years,2.68,0,0,,16,105245,0.50%,4659.438358
0,12000,15.21%,D,3 years,20.04,0,1,61,5,15400,79.80%,14500.22831
0,24000,11.49%,B,10+ years,1.37,0,1,51,6,7849,23.60%,24322.61934
0,8000,13.61%,C,10+ years,11.82,0,2,71,7,3150,16.30%,10096.5263
0,7500,10.75%,B,10+ years,5.25,0,2,,19,5053,3.10%,9033.825747
0,3500,13.61%,C,4 years,14.97,0,0,,7,11193,76.70%,4758.129998
0,4800,6.39%,A,8 years,13.65,0,0,,8,9072,17.40%,5287.907603
0,8500,11.49%,B,10+ years,15.11,0,0,,3,9082,77%,10089.3651
1,23000,14.84%,D,10+ years,19.29,0,0,,11,22741,72.20%,16893.07
0,14000,11.86%,B,4 years,6.74,0,0,,11,9521,35.60%,18625.81002
1,11000,11.49%,B,3 years,1.68,0,3,,6,1407,11.10%,10063.92
0,3000,15.58%,D,n/a,10.38,0,1,55,5,2202,95.70%,3774.734672
0,5000,14.72%,C,10+ years,4,0,2,69,6,4720,82.80%,5947.093901
0,5600,13.23%,C,8 years,13.42,1,0,21,13,12213,46.50%,7684.590555
0,10000,14.35%,C,< 1 year,2.11,1,0,14,2,8459,60.40%,12354.39204
0,11000,7.51%,A,6 years,9.42,0,0,,8,0,0%,11981.76044
0,22000,16.32%,D,10+ years,24.43,0,2,,11,32477,83.10%,20557.43167
0,6000,11.49%,B,4 years,2.26,0,1,28,12,3500,37.60%,7070.620237
0,1500,11.86%,B,n/a,12.88,0,2,,5,6449,45.10%,1791.527017
0,4000,11.86%,B,2 years,22.69,3,0,16,6,69,1.40%,4088.178584
0,11000,17.19%,E,10+ years,3.53,0,1,48,2,6930,50.60%,13678.03659
0,5000,13.23%,C,7 years,19.2,0,1,,11,16989,52%,6085.605342
0,9800,15.21%,D,10+ years,16.45,0,0,73,15,12850,77.90%,13535.97605
0,15000,18.30%,F,5 years,16.08,0,0,54,7,9474,62.70%,14085.1328
0,20000,11.49%,B,6 years,7.76,0,2,,8,25463,52.20%,26026.32956
0,10500,17.19%,E,4 years,21.08,0,3,24,8,12112,97.70%,13723.54318
0,3000,6.39%,A,10+ years,9.67,0,1,,15,11762,22.50%,3304.790722
0,1500,7.14%,A,4 years,4.38,0,1,,5,1370,37%,1670.904636
0,6000,13.23%,C,< 1 year,20.78,0,0,30,14,4488,37.30%,7302.622278
0,19200,13.23%,C,10+ years,6.36,0,0,,11,9691,75.10%,26347.20995
0,10075,13.98%,C,1 year,19.62,0,0,70,13,22398,84.50%,11302.23205
0,19000,10.75%,B,8 years,6.19,0,1,,12,1142,8.70%,21588.79353
1,12250,13.98%,C,3 years,22.55,0,0,,10,4050,61.40%,6030.25
0,16000,11.49%,B,5 years,17.8,0,2,,6,5304,28.50%,21107.89962
0,6400,17.19%,E,6 years,10.04,0,2,,5,2824,68.90%,9582.358347
0,15000,11.86%,B,3 years,3.79,0,5,,5,5432,30.30%,17901.67401
0,20000,11.49%,B,10+ years,4.64,0,2,,6,9479,59.20%,21971.94769
0,20000,13.23%,C,7 years,8.57,0,2,,13,26701,46.40%,21487.77075
1,20000,13.23%,C,6 years,23.98,0,3,,17,23988,70.30%,10976.18
0,8000,7.51%,A,6 years,22.23,0,1,33,9,3393,12.90%,8960.175368
0,4200,13.98%,C,1 year,18.03,1,1,17,15,6083,40.30%,4862.387408
0,5000,13.98%,C,6 years,14.01,1,2,17,10,7646,41.10%,6968.33
0,6000,7.88%,A,5 years,10.65,0,2,,9,289,4.40%,6757.17659
1,10800,17.19%,E,4 years,14.32,0,2,,17,6952,37.40%,2962.5
0,6250,7.88%,A,5 years,14.29,0,1,43,11,7108,25.90%,7038.827843
1,1000,16.32%,D,3 years,5.33,0,0,,5,1875,76.80%,44.92
0,10000,15.95%,D,3 years,7.28,0,0,,9,3921,35.30%,10979.8519
0,15000,13.61%,C,4 years,13.1,0,0,51,14,10461,59.80%,18354.64905
0,5700,11.12%,B,< 1 year,14.79,0,2,,6,20820,95.90%,6712.846465
1,9000,14.84%,D,10+ years,9.52,0,3,77,7,3808,88.60%,9402.51
0,15000,11.86%,B,1 year,7.35,0,1,,13,3067,10.20%,19748.36184
0,10000,11.86%,B,1 year,11.15,1,2,16,12,36672,33.50%,11933.38321
0,7000,11.12%,B,7 years,7.99,0,3,,6,6028,38.90%,9156.897811
0,25000,11.12%,B,10+ years,6.4,1,0,3,10,6416,36.90%,29516.53232
0,8000,14.35%,C,10+ years,14.28,0,0,34,15,22673,74.60%,9873.687284
0,9600,13.61%,C,4 years,9.11,0,0,57,16,11383,55.30%,11725.17616
0,9975,7.51%,A,< 1 year,14.55,0,0,,10,6721,53.30%,11172.17588
0,12500,15.95%,D,10+ years,9.75,2,0,21,7,9953,63.40%,15810.92871
0,17000,15.58%,D,4 years,5.89,0,0,41,7,6234,55.30%,24572.62995
0,6000,10.75%,B,5 years,21.98,0,1,79,11,39599,47.30%,7666.047035
0,5000,10.38%,B,3 years,15.99,0,0,,11,62952,80.70%,5840.798662
0,25000,11.86%,B,4 years,16.51,0,0,,9,44197,43.40%,30667.4942
0,5000,14.35%,C,4 years,10.94,0,0,,5,2508,69.70%,6153.218998
0,7800,10.75%,B,2 years,10.23,0,0,,6,11501,59.60%,10117.01314
0,7000,13.98%,C,2 years,13.72,0,0,55,14,5412,22.90%,9764.830009
0,1500,16.32%,D,1 year,24.57,1,2,17,3,3745,91.30%,1939.799241
1,16000,16.45%,E,5 years,16.6,0,0,,4,18607,92.60%,4949.22
0,4800,10.75%,B,4 years,22.53,0,1,,10,11924,40.20%,5727.712558
0,10000,11.86%,B,10+ years,24.6,1,2,7,14,6283,28.70%,13304.20945
0,24000,11.49%,B,2 years,10.15,0,1,,9,33003,54.20%,31595.67956
0,5000,7.88%,A,10+ years,7.32,1,0,12,11,105130,0%,5585.523919
0,2000,7.88%,A,5 years,21.29,0,1,,5,2256,68.40%,2252.260834
0,5000,10.75%,B,10+ years,12.45,0,1,,7,27121,42.90%,5777.709992
0,1400,11.12%,B,3 years,15.41,1,0,19,6,236,15.70%,1851.136614
1,8000,11.49%,B,9 years,16.41,0,2,,8,6693,58.70%,2461.91
0,5400,7.14%,A,< 1 year,15.84,0,1,,7,14576,68.40%,6015.402205
0,8000,13.61%,C,2 years,19.3,0,0,,10,7182,37.80%,9705.537611
0,20000,13.23%,C,9 years,16.87,0,0,,14,35161,52.30%,27042.9
0,10000,18.30%,F,5 years,8.83,0,2,,11,9947,62.20%,12722.17018
0,3600,16.45%,E,1 year,10.38,0,1,,6,1810,64.60%,5094.722947
0,25000,16.32%,D,< 1 year,15.57,0,2,26,14,37101,55.70%,29888.83953
0,24000,10.75%,B,10+ years,20.03,0,1,,14,24870,41.70%,26803.22187
0,21000,11.86%,B,10+ years,8.69,0,0,,7,17858,61.20%,27045.65397
0,2000,10.75%,B,10+ years,21.28,0,2,,11,13824,64.30%,2348.680428
0,24000,16.45%,E,< 1 year,10.33,0,1,,12,22324,79.40%,35363.15167
0,25000,15.21%,D,3 years,8.8,0,2,35,15,103,1.50%,35529.13
0,9000,7.88%,A,10+ years,2.3,0,0,,8,6535,9.20%,10918.15001
0,12500,16.82%,E,10+ years,2.57,1,0,5,3,6333,76.30%,13686.01838
0,25000,11.49%,B,1 year,15.49,0,0,,15,35788,22.90%,32981.36405
0,2500,14.35%,C,1 year,4.67,2,0,14,4,2888,67.20%,2936.167849
0,2000,7.88%,A,< 1 year,0.43,0,1,64,9,3072,49.50%,2085.181537
0,25000,11.12%,B,10+ years,4.75,0,1,,5,17889,65.40%,28293.32944
0,7500,11.12%,B,4 years,7.56,0,0,,13,1400,6.10%,9810.990176
0,3600,11.12%,B,8 years,12.19,0,2,,13,3677,26.50%,4083.535654
0,10000,10.75%,B,10+ years,7.49,0,0,,8,231,0.70%,12491.56596
0,15000,18.30%,F,7 years,22.06,0,0,,9,22207,56.90%,22434.10543
0,10000,11.12%,B,2 years,12.69,0,4,,11,172,2.80%,11264.8408
0,17000,18.67%,F,3 years,14.65,0,0,56,8,3408,87.40%,26239.79996
0,4000,10.75%,B,4 years,8.48,0,0,,7,5050,60.80%,4697.52549
0,13000,16.45%,E,10+ years,24.81,0,3,30,9,18809,86.70%,16497.18387
1,12000,13.61%,C,7 years,10.97,0,2,,7,7916,60.40%,4965.39
0,17500,11.12%,B,3 years,18.07,0,0,,10,77880,24.50%,18739.99818
1,2500,16.82%,E,2 years,15.75,0,0,,4,5207,75.50%,889.44
1,11200,13.98%,C,7 years,24.94,0,1,,8,10290,85%,4950.37
0,10000,11.49%,B,2 years,23.92,0,2,,14,2884,24.30%,13192.45956
0,7000,10.38%,B,10+ years,17.64,0,0,,13,30248,69.80%,7443.951149
0,6400,11.49%,B,3 years,4.06,0,1,,3,4998,57.40%,7598.697758
1,10000,19.04%,F,2 years,15.43,1,0,8,14,2475,95.20%,9614.21
0,5000,7.51%,A,10+ years,5.42,0,0,,4,5136,15%,5560.889268
0,6000,13.23%,C,< 1 year,15.07,0,0,,6,5791,68.90%,7302.733633
0,20000,11.49%,B,7 years,10.73,0,0,,13,17143,47.50%,23713.5617
0,1050,14.72%,C,4 years,14.77,0,2,,4,2372,94.90%,1211.444573
0,5000,15.21%,D,10+ years,17.46,0,0,,10,10025,42.50%,5617.106053
0,4000,14.84%,D,< 1 year,10.23,1,0,17,9,7848,67.90%,4710.699895
0,15250,13.98%,C,5 years,23.71,0,0,,4,14111,72.40%,16701.01083
0,8000,13.23%,C,10+ years,8.86,0,0,,5,9848,88.70%,9210.591602
0,10000,7.88%,A,3 years,17.02,0,0,,9,10755,49.60%,10678.88879
0,17000,14.35%,C,10+ years,15.48,0,0,52,7,40857,88.80%,20721.84216
0,3000,10.38%,B,10+ years,18.56,0,0,45,11,4039,87.80%,3504.4643
0,5000,14.84%,D,3 years,10.52,0,1,,20,4765,26%,5239.391362
0,2000,21.27%,G,5 years,7.44,0,0,,2,493,98.60%,2722.936159
0,3025,15.95%,D,2 years,2,0,0,34,3,210,16.20%,3556.102229
0,2000,10.38%,B,< 1 year,3.75,0,0,,3,3859,12.30%,2324.880061
0,9600,11.49%,B,3 years,9.9,0,0,,4,9083,51.70%,12664.67001
1,7000,13.61%,C,3 years,16.27,1,0,20,7,1978,35.30%,9237.63
0,1500,6.76%,A,2 years,5.09,0,0,,8,33,0.40%,1661.494066
0,5000,16.82%,E,9 years,17.72,0,1,46,6,5506,64.80%,7426.750323
0,12000,18.30%,F,< 1 year,2.39,0,0,,4,5679,88.70%,18362.57997
0,3000,10.38%,B,2 years,15.21,0,0,,11,3098,65.90%,3504.534229
1,1800,13.23%,C,10+ years,3.08,0,1,24,4,273,5.10%,495.44
0,8000,14.72%,C,n/a,4.33,1,0,19,10,10824,71.70%,8673.347901
0,6300,11.49%,B,< 1 year,3.38,1,0,11,6,6428,32.70%,7717.839608
1,14500,16.82%,E,7 years,18.71,0,0,,6,20186,93%,9885.94
1,11000,13.61%,C,5 years,3.08,0,0,66,5,10424,79%,2241.97
0,9000,15.58%,D,10+ years,15.78,0,2,,15,5377,47.20%,10881.03788
0,17000,10.38%,B,3 years,19.65,0,0,,9,26404,67.90%,19858.52218
0,16000,13.23%,C,1 year,5.15,0,2,,11,6567,34.90%,18558.26214
0,12000,10.75%,B,2 years,8.34,1,0,3,11,15576,17.20%,14092.36403
0,16000,11.86%,B,10+ years,18.79,0,0,56,4,3082,51.40%,19095.24941
1,9000,15.21%,D,10+ years,13.8,0,0,58,9,4492,83.20%,5005.42
0,13000,7.51%,A,< 1 year,10.62,0,0,,17,6996,6.30%,14438.37441
0,4000,11.86%,B,5 years,18.23,0,0,,10,4619,90.10%,4727.690843
0,16750,14.35%,C,< 1 year,23.11,0,1,57,8,34479,70.80%,20331.64783
0,6000,7.88%,A,9 years,16.28,0,1,,9,18404,73.90%,6078.262623
1,2500,7.14%,A,3 years,20.3,0,1,,7,842,46.80%,2212.24
0,6000,7.14%,A,2 years,1.51,0,0,,6,1797,7.20%,6683.610369
0,11500,7.88%,A,10+ years,18.69,0,2,40,13,11427,29.20%,12677.26479
0,9700,16.45%,E,5 years,24.85,0,1,,8,52910,96.20%,14290.75002
0,2400,14.72%,C,n/a,1.67,0,0,,9,0,,2869.291635
0,25000,11.12%,B,5 years,9.31,0,0,,5,14477,49.10%,29518.87091
1,4500,16.45%,E,2 years,5.26,0,1,,3,3345,64.30%,3034.63
1,10000,11.49%,B,3 years,13.46,0,1,72,8,2457,16.10%,3318.79
0,2000,10.75%,B,9 years,9.51,0,0,,3,0,0%,2275.500021
0,10000,18.30%,F,10+ years,19.23,1,3,8,7,5444,93.90%,15334.12
0,20000,11.86%,B,3 years,15.94,0,0,29,11,3202,33.70%,26015.70357
0,3000,7.51%,A,5 years,15.07,0,1,,12,13561,19.90%,3274.026924
1,12000,7.88%,A,9 years,6.81,0,1,82,8,3283,16.50%,2623.74
0,25000,18.30%,F,10+ years,19.42,0,0,54,6,50613,90.50%,38334.3
0,8400,7.88%,A,8 years,8.88,0,3,,8,9346,23%,10190.37865
0,8400,11.86%,B,2 years,23.46,0,0,81,13,16675,84.20%,10033.11993
0,5000,7.51%,A,2 years,16.85,1,1,20,8,11542,40.60%,5600.052758
0,10000,10.38%,B,5 years,21.9,0,0,,4,2195,19.10%,11639.93379
0,10000,7.88%,A,5 years,8.23,0,1,,10,11790,22.30%,11241.53063
1,7750,7.51%,A,1 year,23.24,0,0,,5,3305,58%,5259.21
0,4000,7.88%,A,1 year,8.6,0,0,42,7,294,5.90%,4451.75604
1,14000,14.72%,C,5 years,21.52,0,1,68,5,3244,87.70%,13852.75
0,13000,7.88%,A,10+ years,16.7,0,0,,16,45101,49.40%,14154.73662
0,5000,14.84%,D,4 years,8,0,2,71,4,1315,47%,6225.798527
0,5000,10.38%,B,10+ years,10.81,0,0,63,5,4612,72.10%,5449.206343
0,19750,11.86%,B,< 1 year,22.64,0,5,,10,7594,26.60%,22571.52361
0,6000,16.45%,E,10+ years,2.99,1,1,19,10,2219,9.70%,7758.139878
0,20000,7.88%,A,3 years,17.18,0,3,,10,18711,24%,21985.01681
1,8000,11.49%,B,4 years,4.58,0,3,,4,10499,38.90%,2839.91
0,6000,7.51%,A,5 years,10.72,0,1,,5,1251,10%,6640.82695
0,6500,14.35%,C,n/a,11.55,1,0,12,8,6067,70.50%,7255.779811
0,3000,7.88%,A,8 years,0.86,0,2,,9,477,1.20%,3444.078517
0,9250,17.19%,E,2 years,18.84,0,0,,3,15219,91.70%,12156.7424
0,10000,11.12%,B,9 years,5.49,0,0,,2,1903,29.70%,10183.52765
0,3000,11.12%,B,3 years,4.75,1,0,2,3,3958,19.70%,3541.310949
0,1200,7.14%,A,2 years,3.17,0,0,,4,906,25.90%,1336.744318
0,6600,7.88%,A,5 years,0.86,0,0,41,21,11960,29.90%,7432.839008
0,13000,15.95%,D,4 years,14.85,0,2,59,11,5001,29.40%,18606.09998
0,13000,13.98%,C,3 years,19.72,0,1,,8,15571,66.80%,15991.06725
1,4800,13.98%,C,7 years,7.75,1,0,12,6,1120,92.50%,327.18
0,8000,7.14%,A,10+ years,7.89,0,2,,8,742,3.20%,8428.222446
0,8000,13.98%,C,10+ years,15.04,0,0,,6,118632,99.90%,9840.595321
0,16000,7.88%,A,10+ years,10.4,0,0,,7,23262,44.50%,17903.60876
0,3000,7.88%,A,< 1 year,3.7,2,0,14,5,683,10.50%,3378.586201
0,15000,7.88%,A,2 years,1.19,0,2,,7,1065,4%,15639.29113
0,14000,16.32%,D,4 years,14.12,0,0,76,3,3724,61%,20570.19302
0,11675,11.12%,B,10+ years,14.2,0,0,,11,6169,56.10%,13644.85705
0,2000,14.72%,C,< 1 year,15.3,1,3,2,8,742,92.70%,2484.592631
0,10000,20.16%,G,< 1 year,9.71,0,0,74,3,10478,92.70%,15923.73
1,24250,11.49%,B,1 year,14.37,0,0,,14,28263,37.80%,7463.11
0,5000,18.30%,F,3 years,12.35,0,0,,11,17255,95.90%,5226.388006
0,3000,13.61%,C,10+ years,4.15,7,1,6,8,1326,16%,3643.799846
0,20000,11.12%,B,10+ years,11.32,0,0,,7,23483,62.30%,23615.02796
0,3000,13.23%,C,4 years,1,0,0,,3,441,17.60%,3651.406735
0,25000,11.86%,B,3 years,14.23,0,1,,13,10554,60.30%,30962.29293
0,16800,7.88%,A,10+ years,4.32,0,3,,5,1748,8.80%,17605.87251
0,12000,7.88%,A,5 years,22.02,0,2,,11,14583,60.50%,13296.30854
0,20000,13.98%,C,1 year,19.59,0,1,,11,18571,79.70%,24603.00718
0,25000,15.21%,D,10+ years,9.18,0,0,,4,332,8.30%,35996.53
0,25000,17.56%,E,9 years,18.2,0,1,42,19,40712,83.70%,37731.91
0,6000,11.49%,B,< 1 year,20.9,0,1,,12,15689,73.30%,7771.782902
0,6000,11.86%,B,4 years,12.98,0,1,,8,16028,93.70%,7131.593509
0,2000,13.61%,C,1 year,3.95,0,1,68,3,1231,31.60%,2447.373045
0,15000,13.98%,C,10+ years,1.82,0,3,,13,12028,35.90%,20932.04937
0,8000,6.76%,A,3 years,18.77,0,1,,17,9396,12.40%,8861.33597
0,20000,17.56%,E,8 years,0.26,1,2,13,5,92,1.80%,22782.55667
1,5000,13.98%,C,n/a,8.29,0,0,48,6,3766,67.20%,2385.74
0,7800,13.61%,C,6 years,16.27,0,1,43,11,6961,81.10%,9154.546256
0,2500,14.35%,C,7 years,7.84,0,2,,8,4001,87.50%,3091.637349
0,13650,7.51%,A,10+ years,17.14,0,0,,5,5363,17.80%,15053.39614
0,16800,16.45%,E,10+ years,16.99,0,2,,6,5512,61.20%,20533.64349
0,2400,13.61%,C,< 1 year,15.11,0,0,,5,3676,62.30%,2789.673983
0,8000,11.12%,B,< 1 year,1.72,0,1,,5,1517,15.30%,8543.309774
0,10000,7.51%,A,2 years,14.73,0,0,,11,4980,11.90%,11200.25135
0,5000,15.21%,D,10+ years,15.6,0,0,56,8,7155,81.30%,6258.745106
0,9000,15.21%,D,9 years,4.88,0,0,,3,0,0%,10393.50938
0,7000,13.23%,C,3 years,15.12,0,2,80,9,7356,38.70%,9523.190003
0,8000,13.23%,C,2 years,15.01,0,2,,3,228,45.60%,10338.65397
0,23000,13.98%,C,7 years,13.36,0,0,,2,8034,61.80%,27504.22747
1,2000,14.35%,C,1 year,17.94,1,0,9,10,11651,80.40%,752.4
0,5500,16.32%,D,n/a,17.2,0,0,48,6,7773,80.10%,8081.53353
0,3000,6.76%,A,4 years,1.68,0,0,,7,2062,2.40%,3262.425537
0,3500,11.49%,B,< 1 year,4.56,0,1,,3,459,3.40%,4613.269997
0,14000,7.51%,A,< 1 year,4.74,0,0,35,15,16087,22.20%,15677.90481
0,8800,15.95%,D,10+ years,14.46,0,0,29,4,275,7.10%,12825.76242
0,25000,11.12%,B,9 years,20.8,0,0,,14,41693,58.20%,29286.24048
0,9200,11.49%,B,1 year,4.15,1,1,22,9,5007,43.20%,11758.61041
0,6500,14.84%,D,5 years,2.9,0,3,,4,1787,49.60%,8111.44839
0,2900,11.86%,B,4 years,12.78,1,0,15,16,6196,27.80%,3012.519604
0,7000,13.23%,C,1 year,21.33,3,0,18,14,0,0%,8519.884017
0,18000,11.49%,B,8 years,7.92,0,1,,5,12061,44.20%,22051.67366
0,12500,17.93%,E,10+ years,11.84,0,0,,12,29208,91.60%,17010.21917
0,2000,13.23%,C,n/a,15.06,0,3,,4,8460,97.20%,2434.304765
0,10000,7.51%,A,4 years,8.3,0,1,,6,14028,32.50%,10845.66695
0,24250,15.58%,D,8 years,23.06,0,0,35,6,20764,88%,30513.443
0,5600,11.12%,B,4 years,13.59,0,1,81,20,8792,30.50%,5892.816555
0,10000,10.38%,B,3 years,2.94,0,1,78,14,3324,17.50%,11681.27007
0,5000,11.86%,B,< 1 year,0.25,0,1,25,5,207,9.70%,5933.292484
0,5000,17.56%,E,10+ years,14.7,1,0,7,2,440,88%,7546.170956
0,24000,11.49%,B,3 years,13.55,0,0,29,8,5842,44.60%,28488.31196
0,3000,14.84%,D,4 years,12.44,0,0,59,3,588,73.50%,3735.677199
0,6000,13.61%,C,3 years,21.98,0,0,,5,21206,94.20%,7196.04828
0,5000,13.61%,C,1 year,8.33,0,0,50,6,3187,45.50%,6919.783913
0,2100,7.14%,A,n/a,20.25,0,0,,5,68,1%,2339.362193
0,2000,11.49%,B,5 years,1.25,0,1,49,3,66,3.10%,2373.998726
0,15000,13.61%,C,10+ years,13.65,0,0,,8,22590,75.80%,17234.25964
0,4000,6.76%,A,2 years,3.27,0,0,,10,5193,12.20%,4430.781516
0,20000,7.88%,A,10+ years,5.72,0,0,,12,9058,13.10%,22438.15393
0,5000,16.82%,E,2 years,24.2,0,3,,18,19484,62.70%,7299.836076
0,5600,11.86%,B,5 years,24.92,0,2,,9,4118,60.60%,6523.507234
0,18000,11.86%,B,10+ years,24.66,0,0,,9,13244,70.10%,22860.23574
0,8000,15.21%,D,2 years,21.69,3,1,10,11,3776,43.90%,10088.22325
0,10500,11.12%,B,6 years,19.47,0,0,29,18,15053,31.10%,13735.34672
1,25000,16.82%,E,< 1 year,11.01,0,1,32,12,14676,83.90%,28855.68
0,12000,11.86%,B,5 years,0.86,1,2,8,8,3589,14.80%,15885.63998
0,5000,18.30%,F,4 years,2.33,0,0,,6,6610,30.60%,5991.423678
0,2700,10.75%,B,2 years,4.72,0,0,39,5,1839,20.20%,2901.880108
1,20000,20.90%,G,5 years,21.72,0,0,,12,13557,91%,15348.57
0,13000,11.49%,B,< 1 year,9.48,0,1,,9,25725,50.30%,14063.39176
0,14000,7.51%,A,5 years,22.67,0,1,,7,2378,5.80%,15132.78276
1,6000,16.45%,E,5 years,20.62,0,3,,17,11975,99%,4881.73
1,8000,14.84%,D,< 1 year,4.27,2,0,22,5,9123,71.80%,275.89
0,13600,15.58%,D,10+ years,13.71,0,1,58,15,19357,62.90%,16141.70101
0,9000,14.84%,D,3 years,8.14,0,0,,6,10374,98.80%,11207.11726
0,25000,13.98%,C,10+ years,18.5,0,0,,20,18886,49.10%,33813.19211
1,8000,16.32%,D,2 years,1.66,0,2,28,9,11422,71.80%,6648.78
0,10000,10.75%,B,6 years,6.42,0,2,,8,13890,37%,12970.76341
0,10000,15.95%,D,4 years,1.51,1,0,14,3,2591,61.70%,11490.0652
0,7000,6.76%,A,10+ years,11.66,0,2,,7,2165,6.90%,7484.849691
0,5000,14.35%,C,6 years,14.63,0,3,45,9,3425,27%,5952.009167
0,15000,18.30%,F,9 years,9.83,1,1,21,9,10747,65.90%,22575.76149
0,15800,16.32%,D,5 years,15.54,0,1,,8,9412,45.50%,16228.15132
0,8000,7.51%,A,2 years,9.97,0,4,,10,7292,37.70%,8516.941631
0,20000,21.27%,G,3 years,9.39,0,1,,4,80201,90.50%,32646.52186
0,10000,7.51%,A,7 years,6.76,0,0,,10,10303,18.80%,11114.82591
1,3250,14.35%,C,4 years,14.82,0,0,,6,3709,67.40%,222.04
0,5400,15.21%,D,4 years,10.69,1,1,10,9,6900,78.40%,5904.13174
1,4000,13.23%,C,2 years,16.59,0,1,,12,15218,55.30%,2958.41
0,5600,14.84%,D,3 years,14.04,0,0,27,8,3048,53.50%,6973.427209
0,3000,11.86%,B,10+ years,19.36,0,3,54,6,9718,79%,3293.594612
0,8400,18.30%,F,3 years,24.13,2,2,17,5,5170,92.30%,12642.46166
0,21000,11.86%,B,2 years,19.03,0,1,,5,3734,16.50%,27937.72002
